KO_ID,Description
K00001,"E1.1.1.1, adh | alcohol dehydrogenase"
K00674,"dapD | 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
K00675,nhoA | N-hydroxyarylamine O-acetyltransferase
K00677,lpxA | UDP-N-acetylglucosamine acyltransferase
K00681,ggt | gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K00683,QPCT | glutaminyl-peptide cyclotransferase
K00684,aat | leucyl/phenylalanyl-tRNA---protein transferase
K00685,ATE1 | arginyl-tRNA---protein transferase
K00686,tgl | protein-glutamine gamma-glutamyltransferase
K00687,"pbp2B, penA | penicillin-binding protein 2B"
K00688,"PYG, glgP | glycogen phosphorylase"
K00689,E2.4.1.5 | dextransucrase
K00690,E2.4.1.7 | sucrose phosphorylase
K00691,mapA | maltose phosphorylase
K00692,sacB | levansucrase
K00693,GYS | glycogen synthase
K00694,bcsA | cellulose synthase (UDP-forming)
K00697,otsA | trehalose 6-phosphate synthase
K00698,CHS1 | chitin synthase
K00699,UGT | glucuronosyltransferase
K00700,"GBE1, glgB | 1,4-alpha-glucan branching enzyme"
K00702,E2.4.1.20 | cellobiose phosphorylase
K00703,glgA | starch synthase
K00705,malQ | 4-alpha-glucanotransferase
K00706,"E2.4.1.34 | 1,3-beta-glucan synthase"
K00712,tagE | poly(glycerol-phosphate) alpha-glucosyltransferase
K00713,"waaD | UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase"
K00721,DPM1 | dolichol-phosphate mannosyltransferase
K00728,POMT | dolichyl-phosphate-mannose-protein mannosyltransferase
K00737,"MGAT3 | beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"
K00748,lpxB | lipid-A-disaccharide synthase
K00750,"GYG1, GYG2 | glycogenin"
K00752,hasA | hyaluronan synthase
K00754,bshA | L-malate glycosyltransferase
K00756,pdp | pyrimidine-nucleoside phosphorylase
K00757,"udp, UPP | uridine phosphorylase"
K00758,"deoA, TYMP | thymidine phosphorylase"
K00759,"APRT, apt | adenine phosphoribosyltransferase"
K00760,"hprT, hpt, HPRT1 | hypoxanthine phosphoribosyltransferase"
K00761,"upp, UPRT | uracil phosphoribosyltransferase"
K00762,pyrE | orotate phosphoribosyltransferase
K00763,"pncB, NAPRT1 | nicotinate phosphoribosyltransferase"
K00764,"purF, PPAT | amidophosphoribosyltransferase"
K00765,hisG | ATP phosphoribosyltransferase
K00766,trpD | anthranilate phosphoribosyltransferase
K00767,"nadC, QPRT | nicotinate-nucleotide pyrophosphorylase (carboxylating)"
K00768,"E2.4.2.21, cobU, cobT | nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase"
K00769,gpt | xanthine phosphoribosyltransferase
K00772,"mtaP, MTAP | 5'-methylthioadenosine phosphorylase"
K00773,"tgt, QTRT1 | queuine tRNA-ribosyltransferase"
K00782,lldG | L-lactate dehydrogenase complex protein LldG
K00783,rlmH | 23S rRNA (pseudouridine1915-N3)-methyltransferase
K00784,rnz | ribonuclease Z
K00785,"lst | beta-galactosamide-alpha-2,3-sialyltransferase"
K00786,E2.4.-.- | glycosyltransferase
K00787,FDPS | farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
K00788,thiE | thiamine-phosphate pyrophosphorylase
K00789,metK | S-adenosylmethionine synthetase
K00790,murA | UDP-N-acetylglucosamine 1-carboxyvinyltransferase
K00791,"miaA, TRIT1 | tRNA dimethylallyltransferase"
K00793,"ribE, RIB5 | riboflavin synthase"
K00794,"ribH, RIB4 | 6,7-dimethyl-8-ribityllumazine synthase"
K00795,ispA | farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
K00796,folP | dihydropteroate synthase
K00797,"speE, SRM | spermidine synthase"
K00798,"MMAB, pduO | cob(I)alamin adenosyltransferase"
K00799,"GST, gst | glutathione S-transferase"
K00800,aroA | 3-phosphoshikimate 1-carboxyvinyltransferase
K00801,FDFT1 | farnesyl-diphosphate farnesyltransferase
K00802,SMS | spermine synthase
K00803,"AGPS, agpS | alkyldihydroxyacetonephosphate synthase"
K00805,hepST | heptaprenyl diphosphate synthase
K00806,uppS | undecaprenyl diphosphate synthase
K00808,hss | homospermidine synthase
K00809,"DHPS, dys | deoxyhypusine synthase"
K00812,aspB | aspartate aminotransferase
K00813,aspC | aspartate aminotransferase
K00814,"GPT, ALT | alanine transaminase"
K00817,hisC | histidinol-phosphate aminotransferase
K00818,"E2.6.1.11, argD | acetylornithine aminotransferase"
K00819,"rocD, OAT | ornithine--oxo-acid transaminase"
K00820,"glmS, GFPT | glucosamine---fructose-6-phosphate aminotransferase (isomerizing)"
K00821,argD | acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
K00822,E2.6.1.18 | beta-alanine--pyruvate transaminase
K00823,puuE | 4-aminobutyrate aminotransferase
K00824,dat | D-alanine transaminase
K00826,"E2.6.1.42, ilvE | branched-chain amino acid aminotransferase"
K00830,AGXT | alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
K00831,"serC, PSAT1 | phosphoserine aminotransferase"
K00832,tyrB | aromatic-amino-acid transaminase
K00833,bioA | adenosylmethionine---8-amino-7-oxononanoate aminotransferase
K00835,avtA | valine--pyruvate aminotransferase
K00836,"ectB, dat | diaminobutyrate-2-oxoglutarate transaminase"
K00838,ARO8 | aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5]
K00839,pucG | (S)-ureidoglycine---glyoxylate transaminase
K00840,astC | succinylornithine aminotransferase
K00841,patA | aminotransferase
K00842,"E2.6.1.-E, patB | aminotransferase"
K00844,HK | hexokinase
K00845,glk | glucokinase
K00847,"E2.7.1.4, scrK | fructokinase"
K00848,rhaB | rhamnulokinase
K00849,galK | galactokinase
K00850,"pfkA, PFK | 6-phosphofructokinase 1"
K00851,"E2.7.1.12, gntK, idnK | gluconokinase"
K00852,"rbsK, RBKS | ribokinase"
K00853,araB | L-ribulokinase
K00854,"xylB, XYLB | xylulokinase"
K00855,"PRK, prkB | phosphoribulokinase"
K00856,"E2.7.1.20, ADK | adenosine kinase"
K00857,"tdk, TK | thymidine kinase"
K00858,"ppnK, NADK | NAD+ kinase"
K00859,coaE | dephospho-CoA kinase
K00860,cysC | adenylylsulfate kinase
K00861,"RFK, FMN1 | riboflavin kinase"
K00862,eryA | erythritol kinase (D-erythritol 1-phosphate-forming)
K00863,"DAK, TKFC | triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]"
K00864,"glpK, GK | glycerol kinase"
K00865,"glxK, garK | glycerate 2-kinase"
K00866,CKI1 | choline kinase
K00867,coaA | type I pantothenate kinase
K00868,"pdxK, pdxY | pyridoxine kinase"
K00869,"E2.7.1.36, MVK, mvaK1 | mevalonate kinase"
K00872,thrB1 | homoserine kinase
K00873,"PK, pyk | pyruvate kinase"
K00874,kdgK | 2-dehydro-3-deoxygluconokinase
K00875,E2.7.1.47 | D-ribulokinase
K00876,"udk, UCK | uridine kinase"
K00878,thiM | hydroxyethylthiazole kinase
K00879,fucK | L-fuculokinase
K00880,lyxK | L-xylulokinase
K00881,alsK | allose kinase
K00882,fruK | 1-phosphofructokinase
K00883,dgoK | 2-dehydro-3-deoxygalactonokinase
K00884,"NAGK, nagK | N-acetylglucosamine kinase"
K00885,nanK | N-acylmannosamine kinase
K00886,ppgK | polyphosphate glucokinase
K00887,dgkA | undecaprenol kinase
K00891,"E2.7.1.71, aroK, aroL | shikimate kinase"
K00892,gsk | inosine kinase
K00895,"pfp, PFP | diphosphate-dependent phosphofructokinase"
K00897,aphA | kanamycin kinase
K00899,mtnK | 5-methylthioribose kinase
K00900,"E2.7.1.105, PFK | 6-phosphofructo-2-kinase"
K00901,"dgkA, DGK | diacylglycerol kinase (ATP)"
K00906,aceK | isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]
K00911,ITPK | 1D-myo-inositol-triphosphate 3-kinase
K00912,lpxK | tetraacyldisaccharide 4'-kinase
K00916,CTK1 | CTD kinase subunit alpha [EC:2.7.11.22 2.7.11.23]
K00917,lacC | tagatose 6-phosphate kinase
K00918,pfkC | ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]
K00919,ispE | 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
K00922,"PIK3CA_B_D | phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta"
K00925,ackA | acetate kinase
K00926,arcC | carbamate kinase
K00927,"PGK, pgk | phosphoglycerate kinase"
K00928,lysC | aspartate kinase
K00929,buk | butyrate kinase
K00930,argB | acetylglutamate kinase
K00931,proB | glutamate 5-kinase
K00932,tdcD | propionate kinase
K00936,"pdtaS | two-component system, sensor histidine kinase PdtaS"
K00937,ppk | polyphosphate kinase
K00938,"E2.7.4.2, mvaK2 | phosphomevalonate kinase"
K00939,"adk, AK | adenylate kinase"
K00940,"ndk, NME | nucleoside-diphosphate kinase"
K00941,thiD | hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
K00942,"E2.7.4.8, gmk | guanylate kinase"
K00943,"tmk, DTYMK | dTMP kinase"
K00945,cmk | CMP/dCMP kinase
K00946,thiL | thiamine-monophosphate kinase
K00948,"PRPS, prsA | ribose-phosphate pyrophosphokinase"
K00949,"thiN, TPK1, THI80 | thiamine pyrophosphokinase"
K00950,folK | 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
K00951,relA | GTP pyrophosphokinase
K00952,nadM | nicotinamide-nucleotide adenylyltransferase
K00953,FLAD1 | FAD synthetase
K00954,"E2.7.7.3A, coaD, kdtB | pantetheine-phosphate adenylyltransferase"
K00955,cysNC | bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
K00956,cysN | sulfate adenylyltransferase subunit 1
K00957,cysD | sulfate adenylyltransferase subunit 2
K00958,"sat, met3 | sulfate adenylyltransferase"
K00962,"pnp, PNPT1 | polyribonucleotide nucleotidyltransferase"
K00963,"UGP2, galU, galF | UTP--glucose-1-phosphate uridylyltransferase"
K00965,"galT, GALT | UDPglucose--hexose-1-phosphate uridylyltransferase"
K00966,GMPP | mannose-1-phosphate guanylyltransferase
K00968,PCYT1 | choline-phosphate cytidylyltransferase
K00969,nadD | nicotinate-nucleotide adenylyltransferase
K00970,pcnB | poly(A) polymerase
K00971,"manC, cpsB | mannose-1-phosphate guanylyltransferase"
K00972,UAP1 | UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]
K00973,"E2.7.7.24, rfbA, rffH | glucose-1-phosphate thymidylyltransferase"
K00974,cca | tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
K00975,glgC | glucose-1-phosphate adenylyltransferase
K00978,rfbF | glucose-1-phosphate cytidylyltransferase
K00979,kdsB | 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)
K00980,tagD | glycerol-3-phosphate cytidylyltransferase
K00981,"E2.7.7.41, CDS1, CDS2, cdsA | phosphatidate cytidylyltransferase"
K00982,glnE | [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]
K00983,neuA | N-acylneuraminate cytidylyltransferase
K00984,"aadA | streptomycin 3""-adenylyltransferase"
K00986,E2.7.7.49 | RNA-directed DNA polymerase
K00987,CEG1 | mRNA guanylyltransferase
K00988,APA1_2 | ATP adenylyltransferase
K00989,rph | ribonuclease PH
K00990,glnD | [protein-PII] uridylyltransferase
K00991,ispD | 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
K00992,murU | N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase
K00994,"CHPT1, CPT1 | diacylglycerol cholinephosphotransferase"
K00995,"pgsA, PGS1 | CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase"
K00996,rfbP | undecaprenyl-phosphate galactose phosphotransferase
K00997,acpS | holo-[acyl-carrier protein] synthase
K00998,pssA | CDP-diacylglycerol---serine O-phosphatidyltransferase
K01000,mraY | phospho-N-acetylmuramoyl-pentapeptide-transferase
K01001,ALG7 | UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
K01002,mdoB | phosphoglycerol transferase
K01004,pcs | phosphatidylcholine synthase
K01006,"ppdK | pyruvate, orthophosphate dikinase"
K01007,"pps, ppsA | pyruvate, water dikinase"
K01008,"selD, SEPHS | selenide, water dikinase"
K01011,"TST, MPST, sseA | thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]"
K01012,bioB | biotin synthase
K01023,assT | arylsulfate sulfotransferase
K01026,pct | propionate CoA-transferase
K01027,OXCT | 3-oxoacid CoA-transferase
K01028,"E2.8.3.5A, scoA | 3-oxoacid CoA-transferase subunit A"
K01029,"E2.8.3.5B, scoB | 3-oxoacid CoA-transferase subunit B"
K01031,"pcaI | 3-oxoadipate CoA-transferase, alpha subunit"
K01032,"pcaJ | 3-oxoadipate CoA-transferase, beta subunit"
K01034,atoD | acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]
K01035,atoA | acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]
K01039,"gctA | glutaconate CoA-transferase, subunit A"
K01040,"gctB | glutaconate CoA-transferase, subunit B"
K01042,selA | L-seryl-tRNA(Ser) seleniumtransferase
K01046,"lip, TGL2 | triacylglycerol lipase"
K01048,pldB | lysophospholipase
K01051,E3.1.1.11 | pectinesterase
K01053,"E3.1.1.17, gnl, RGN | gluconolactonase"
K01054,MGLL | acylglycerol lipase
K01055,pcaD | 3-oxoadipate enol-lactonase
K01056,"PTH1, pth, spoVC | peptidyl-tRNA hydrolase, PTH1 family"
K01057,"PGLS, pgl, devB | 6-phosphogluconolactonase"
K01058,pldA | phospholipase A1 [EC:3.1.1.32 3.1.1.4]
K01060,cah | cephalosporin-C deacetylase
K01061,E3.1.1.45 | carboxymethylenebutenolidase
K01066,aes | acetyl esterase
K01067,"E3.1.2.1, ACH1 | acetyl-CoA hydrolase"
K01068,ACOT1_2_4 | acyl-coenzyme A thioesterase 1/2/4
K01069,"gloB, HAGH | hydroxyacylglutathione hydrolase"
K01070,"frmB, ESD, fghA | S-formylglutathione hydrolase"
K01071,MCH | medium-chain acyl-[acyl-carrier-protein] hydrolase
K01075,E3.1.2.23 | 4-hydroxybenzoyl-CoA thioesterase
K01077,"E3.1.3.1, phoA, phoB | alkaline phosphatase"
K01079,"serB, PSPH | phosphoserine phosphatase"
K01081,E3.1.3.5 | 5'-nucleotidase
K01082,"cysQ, MET22, BPNT1 | 3'(2'), 5'-bisphosphate nucleotidase"
K01083,E3.1.3.8 | 3-phytase
K01085,agp | glucose-1-phosphatase
K01087,otsB | trehalose 6-phosphate phosphatase
K01089,hisB | imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]
K01090,E3.1.3.16 | protein phosphatase
K01091,gph | phosphoglycolate phosphatase
K01092,"E3.1.3.25, IMPA, suhB | myo-inositol-1(or 4)-monophosphatase"
K01093,appA | 4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]
K01095,pgpA | phosphatidylglycerophosphatase A
K01096,pgpB | phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]
K01101,E3.1.3.41 | 4-nitrophenyl phosphatase
K01102,PDP | pyruvate dehydrogenase phosphatase
K01104,E3.1.3.48 | protein-tyrosine phosphatase
K01113,phoD | alkaline phosphatase D
K01114,plc | phospholipase C
K01115,PLD1_2 | phospholipase D1/2
K01118,"acpD, azoR | FMN-dependent NADH-azoreductase"
K01119,"cpdB | 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]"
K01126,"E3.1.4.46, glpQ, ugpQ | glycerophosphoryl diester phosphodiesterase"
K01129,dgt | dGTPase
K01130,"E3.1.6.1, aslA | arylsulfatase"
K01132,GALNS | N-acetylgalactosamine-6-sulfatase
K01133,betC | choline-sulfatase
K01134,ARSA | arylsulfatase A
K01138,K01138 | uncharacterized sulfatase
K01139,"spoT | GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]"
K01141,"sbcB, exoI | exodeoxyribonuclease I"
K01142,"E3.1.11.2, xthA | exodeoxyribonuclease III"
K01144,E3.1.11.5 | exodeoxyribonuclease V
K01146,xni | protein Xni
K01147,rnb | exoribonuclease II
K01150,endA | deoxyribonuclease I
K01151,nfo | deoxyribonuclease IV
K01153,"hsdR | type I restriction enzyme, R subunit"
K01154,"hsdS | type I restriction enzyme, S subunit"
K01155,E3.1.21.4 | type II restriction enzyme
K01156,res | type III restriction enzyme
K01158,DNASE2 | deoxyribonuclease II
K01159,ruvC | crossover junction endodeoxyribonuclease RuvC
K01160,rusA | crossover junction endodeoxyribonuclease RusA
K01161,E3.1.25.1 | deoxyribonuclease (pyrimidine dimer)
K01163,K01163 | uncharacterized protein
K01166,E3.1.27.1 | ribonuclease T2
K01167,E3.1.27.3 | ribonuclease T1
K01169,rna | ribonuclease I (enterobacter ribonuclease)
K01170,"endA | tRNA-intron endonuclease, archaea type"
K01173,"ENDOG | endonuclease G, mitochondrial"
K01174,nuc | micrococcal nuclease
K01175,ybfF | esterase
K01176,"AMY, amyA, malS | alpha-amylase"
K01179,E3.2.1.4 | endoglucanase
K01181,"E3.2.1.8, xynA | endo-1,4-beta-xylanase"
K01182,"IMA, malL | oligo-1,6-glucosidase"
K01183,E3.2.1.14 | chitinase
K01185,E3.2.1.17 | lysozyme
K01186,NEU1 | sialidase-1
K01187,malZ | alpha-glucosidase
K01188,E3.2.1.21 | beta-glucosidase
K01190,lacZ | beta-galactosidase
K01191,MAN2C1 | alpha-mannosidase
K01192,"E3.2.1.25, MANBA, manB | beta-mannosidase"
K01193,"INV, sacA | beta-fructofuranosidase"
K01194,"TREH, treA, treF | alpha,alpha-trehalase"
K01195,"uidA, GUSB | beta-glucuronidase"
K01196,AGL | glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]
K01197,hya | hyaluronoglucosaminidase
K01198,"xynB | xylan 1,4-beta-xylosidase"
K01200,pulA | pullulanase
K01201,"GBA, srfJ | glucosylceramidase"
K01202,GALC | galactosylceramidase
K01205,NAGLU | alpha-N-acetylglucosaminidase
K01206,FUCA | alpha-L-fucosidase
K01207,nagZ | beta-N-acetylhexosaminidase
K01208,"cd, ma, nplT | cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]"
K01209,abfA | alpha-N-arabinofuranosidase
K01210,"E3.2.1.58 | glucan 1,3-beta-glucosidase"
K01212,"sacC, levB | levanase"
K01213,"E3.2.1.67 | galacturan 1,4-alpha-galacturonidase"
K01214,"ISA, treX | isoamylase"
K01215,"dexB | glucan 1,6-alpha-glucosidase"
K01216,E3.2.1.73 | licheninase
K01218,"gmuG | mannan endo-1,4-beta-mannosidase"
K01220,"E3.2.1.85, lacG | 6-phospho-beta-galactosidase"
K01222,"E3.2.1.86A, celF | 6-phospho-beta-glucosidase"
K01223,"E3.2.1.86B, bglA | 6-phospho-beta-glucosidase"
K01224,"E3.2.1.89 | arabinogalactan endo-1,4-beta-galactosidase"
K01226,treC | trehalose-6-phosphate hydrolase
K01227,E3.2.1.96 | mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
K01228,GCS1 | mannosyl-oligosaccharide glucosidase
K01230,"MAN1 | mannosyl-oligosaccharide alpha-1,2-mannosidase"
K01232,glvA | maltose-6'-phosphate glucosidase
K01233,csn | chitosanase
K01235,aguA | alpha-glucuronidase
K01236,"treZ, glgZ | maltooligosyltrehalose trehalohydrolase"
K01239,iunH | purine nucleosidase
K01240,URH1 | uridine nucleosidase
K01241,amn | AMP nucleosidase
K01243,"mtnN, mtn, pfs | adenosylhomocysteine nucleosidase"
K01244,MTN | 5'-methylthioadenosine nucleosidase
K01246,tag | DNA-3-methyladenine glycosylase I
K01247,alkA | DNA-3-methyladenine glycosylase II
K01250,rihA | pyrimidine-specific ribonucleoside hydrolase
K01251,"E3.3.1.1, ahcY | adenosylhomocysteinase"
K01252,"entB, dhbB, vibB, mxcF | bifunctional isochorismate lyase / aryl carrier protein [EC:3.3.2.1 6.3.2.14]"
K01255,"CARP, pepA | leucyl aminopeptidase"
K01256,pepN | aminopeptidase N
K01258,pepT | tripeptide aminopeptidase
K01259,pip | proline iminopeptidase
K01260,RNPEP | aminopeptidase B
K01261,pepA | glutamyl aminopeptidase
K01262,pepP | Xaa-Pro aminopeptidase
K01264,APE3 | aminopeptidase Y
K01265,map | methionyl aminopeptidase
K01266,"dmpA, dap | D-aminopeptidase"
K01267,DNPEP | aspartyl aminopeptidase
K01268,LAP4 | aminopeptidase I
K01270,pepD | dipeptidase D
K01271,pepQ | Xaa-Pro dipeptidase
K01273,DPEP | membrane dipeptidase
K01277,DPP3 | dipeptidyl-peptidase III
K01278,"DPP4, CD26 | dipeptidyl-peptidase 4"
K01281,pepX | X-Pro dipeptidyl-peptidase
K01282,E3.4.14.- | dipeptidyl aminopeptidase
K01283,"ACE, CD143 | peptidyl-dipeptidase A"
K01284,dcp | peptidyl-dipeptidase Dcp
K01286,E3.4.16.4 | D-alanyl-D-alanine carboxypeptidase
K01288,KEX1 | carboxypeptidase D
K01293,E3.4.17.4 | Gly-Xaa carboxypeptidase
K01294,CPE | carboxypeptidase E
K01295,cpg | glutamate carboxypeptidase
K01297,ldcA | muramoyltetrapeptide carboxypeptidase
K01299,E3.4.17.19 | carboxypeptidase Taq
K01303,APEH | acylaminoacyl-peptidase
K01304,pcp | pyroglutamyl-peptidase
K01305,iadA | beta-aspartyl-dipeptidase (metallo-type)
K01308,yqgT | g-D-glutamyl-meso-diaminopimelate peptidase
K01322,PREP | prolyl oligopeptidase
K01331,"C1S | complement component 1, s subcomponent"
K01336,E3.4.21.48 | cerevisin
K01338,lon | ATP-dependent Lon protease
K01341,KEX2 | kexin
